Taxon name,Author
Senna uniflora,(Mill.) H.S.Irwin & Barneby    
Serissa japonica,(Thunb.) Thunb.      
Sesamum indicum,L.       
Sesamum radiatum,Schumach. & Thonn.     
Sesbania bispinosa,(Jacq.) W.Wight      
Sesbania cinerascens,Baker       
Sesbania grandiflora,(L.) Pers.      
Sesbania sesban,(L.) Merr.      
Sesbania speciosa,Taub.       
Sesuvium portulacastrum,(L.) L.      
Setaria italica,(L.) P.Beauv.      
Setaria palmifolia,(J.Koenig) Stapf      
Setaria parviflora,(Poir.) M.Kerguelen      
Setaria poiretiana,(Schult.) Kunth      
Setaria sphacelata,(Schumach.) Stapf & C.E.Hubb. ex Moss  
Setaria verticillata,(L.) P.Beauv.      
Sida acuta,Burm.f.       
Sida cordata,(Burm.f.) Borss.Waalk.      
Sida cordifolia,L.       
Sida linifolia,Juss. ex Cav.     
Sida rhombifolia,L.       
Sida spinosa,L.       
Sidastrum micranthum,(A.St.-Hil.) Fryxell      
Sigesbeckia orientalis,L.       
Silene armeria,L.       
Silene coeli-rosa,(L.) Godr.      
Silene conoidea,L.       
Silene coronaria,(Desr.) Clairv. ex Rchb.    
Silene gallica,L.       
Silene latifolia,Poir.       
Silene noctiflora,L.       
Silybum marianum,(L.) Gaertn.      
Simarouba amara,Aubl.       
Sinapis alba,L.       
Sinapis arvensis,L.       
Sinningia cardinalis,(Lehm.) H.E.Moore      
Sinningia douglasii,(Lindl.) Chautems      
Sinningia speciosa,(Lodd.) Hiern      
Sinningia tubiflora,(Hook.) Fritsch      
Sisymbrium loeselii,L.       
Sisymbrium officinale,(L.) Scop.      
Sisymbrium volgense,M.Bieb. ex E.Fourn.     
Sisyrinchium palmifolium,L.       
Sisyrinchium rosulatum,E.P.Bicknell       
Smithiantha zebrina,(Regel) Kuntze      
Solandra grandiflora,Sw.       
Solandra maxima,(Moc. & Sess?© ex Dunal) P.S.Green  
Solanum aculeatissimum,Jacq.       
Solanum albidum,Dunal       
Solanum americanum,Mill.       
Solanum anguivi,Lam.       
Solanum asperolanatum,Ruiz & Pav.     
Solanum barbisetum,Nees       
Solanum betaceum,Cav.       
Solanum carolinense,L.       
Solanum chrysotrichum,Schltdl.       
Solanum dulcamara,L.       
Solanum elaeagnifolium,Cav.       
Solanum erianthum,D. Don      
Solanum flaccidum,Vell.       
Solanum glaucophyllum,Desf.       
Solanum grandiflorum,Ruiz & Pav.     
Solanum laxum,Spreng.       
Solanum mammosum,L.       
Solanum marginatum,L. f.      
Solanum mauritianum,Scop.       
Solanum melongena,L.       
Solanum myriacanthum,Dunal       
Solanum pseudocapsicum,L.       
Solanum seaforthianum,Andrews       
Solanum sisymbriifolium,Lam.       
Solanum torvum,Sw.       
Solanum triquetrum,Cav.       
Solanum tuberosum,L.       
Solanum viarum,Dunal       
Solanum wendlandii,Hook. f.      
Solanum wrightii,Benth.       
Solidago canadensis,L.       
Solidago chilensis,Meyen       
Solidago gigantea,Aiton       
Solidago nemoralis,Aiton       
Soliva anthemifolia,(Juss.) Sweet      
Sonchus arvensis,L.       
Sonchus asper,(L.) Hill      
Sonchus oleraceus,(L.) L.      
Sonchus wightianus,DC.       
Sophora davidii,(Franch.) Pavol.      
Sophora secundiflora,(Ortega) DC.      
Sorbus domestica,L.       
Sorghum arundinaceum,(Desv.) Stapf      
Sorghum bicolor,(L.) Moench      
Sorghum halepense,(L.) Pers.      
Sorghum purpureosericeum,(A.Rich.) Schweinf. & Asch.    
Sparganium erectum,L.       
Spartina alterniflora,Loisel.       
Spartium junceum,L.       
Spathodea campanulata,P.Beauv.       
Spergula arvensis,L.       
Spermacoce alata,Aubl.       
Spermacoce articularis,L.f.       
Spermacoce pusilla,Wall.       
Spermacoce remota,Lam.       
Spermacoce verticillata,L.       
Sphaeranthus africanus,L.       
Sphaeranthus senegalensis,DC.       
Sphagneticola calendulacea,(L.) Pruski      
Sphagneticola trilobata,(L.) Pruski      
Spigelia anthelmia,L.       
Spinacia oleracea,L.       
Spiraea cantoniensis,Lour.       
Spiraea japonica,L.f.       
Spiraea nipponica,Maxim.       
Spiraea prunifolia,Siebold & Zucc.     
Spondias dulcis,Parkinson       
Sporobolus africanus,(Poir.) Robyns & Tournay    
Sporobolus diandrus,(Retz.) P.Beauv.      
Sprekelia formosissima,(L.) Herb.      
Stachytarpheta cayennensis,(Rich.) Vahl      
Stachytarpheta jamaicensis,(L.) Vahl      
Stachytarpheta mutabilis,(Jacq.) Vahl      
Stachytarpheta urticifolia,(Salisb.) Sims      
Stapelia gigantea,N.E.Br.       
Stapelia grandiflora,Masson       
Steirodiscus tagetes,(L.) Schltr.      
Stellaria media,(L.) Vill.      
Stemodia verticillata,(Mill.) Hassl.      
Stenocarpus salignus,R.Br.       
Stenotaphrum secundatum,(Walter) Kuntze      
Sterculia apetala,(Jacq.) H.Karst.      
Steriphoma paradoxum,(Jacq.) Endl.      
Stewartia pseudocamellia,Maxim.       
Stigmaphyllon ciliatum,(Lam.) A.Juss.      
Stigmaphyllon emarginatum,(Cav.) A. Juss.     
Stipagrostis hirtigluma,(Steud. ex Trin. & Rupr.) De Winter 
Stipagrostis plumosa,Munro ex T.Anderson     
Stokesia laevis,(Hill) Greene      
Strelitzia reginae,Banks       
Streptosolen jamesonii,(Benth.) Miers      
Striga gesnerioides,(Willd.) Vatke      
Strobilanthes sinuata,J.R.I.Wood       
Strophanthus gratus,(Wall. & Hook.) Baill.    
Strophanthus hispidus,DC.       
Struchium sparganophorum,(L.) Kuntze      
Stuckenia filiformis,(Pers.) B??rner      
Stuckenia pectinata,(L.) B??rner      
Stylosanthes fruticosa,(Retz.) Alston      
Stylosanthes guianensis,(Aubl.) Sw.      
Stylosanthes hamata,(L.) Taub.      
Stylosanthes humilis,Kunth       
Swainsona formosa,(G.Don) J.Thompson      
Swietenia macrophylla,King       
Swietenia mahagoni,(L.) Jacq.      
Syagrus romanzoffiana,(Cham.) Glassman      
Symphyotrichum cordifolium,(L.) G.L.Nesom      
Symphyotrichum laeve,(L.) ?≈.L??ve & D.L??ve    
Symphytum officinale,L.       
Syncarpia glomulifera,(Sm.) Nied.      
Synedrella nodiflora,(L.) Gaertn.      
Syzygium aqueum,(Burm.f.) Alston      
Syzygium aromaticum,(L.) Merr. & L.M.Perry    
Syzygium jambos,(L.) Alston      
Syzygium malaccense,(L.) Merr. & L.M.Perry    
Syzygium samarangense,(Blume) Merr. & L.M.Perry    
Tabebuia aurea,(Silva Manso) Benth. & Hook.f. ex S.Moore 
Tabebuia heterophylla,(DC.) Britton      
Tabebuia pallida,(Lindl.) Miers      
Tabebuia rosea,(Bertol.) Bertero ex A.DC.    
Tabernaemontana africana,Hook.       
Tabernaemontana citrifolia,L.       
Tabernaemontana dichotoma,Roxb. ex Wall.     
Tagetes erecta,L.       
Tagetes lucida,Cav.       
Tagetes minuta,L.       
Tagetes tenuifolia,Cav.       
Talinum calycinum,Engelm.       
Talinum fruticosum,(L.) Juss.      
Talinum paniculatum,(Jacq.) Gaertn.      
Talipariti tiliaceum,(L.) Fryxell      
Tamarindus indica,L.       
Tanacetum cinerariifolium,(Trevir.) Sch.Bip.      
Tanacetum parthenium,(L.) Sch.Bip.      
Taraxacum campylodes,G.E.Haglund       
Taxillus tomentosus,(B.Heyne ex Roth) Tiegh.    
Taxodium distichum,(L.) Rich.      
Taxodium huegelii,C.Lawson       
Tecoma capensis,(Thunb.) Lindl.      
Tecoma castanifolia,(D.Don) Melch.      
Tecoma stans,(L.) Juss. ex Kunth    
Tephrosia purpurea,(L.) Pers.      
Tephrosia vogelii,Hook.f.       
Teramnus labialis,(L.f.) Spreng.      
Terminalia calamansanai,(Blanco) Rolfe      
Terminalia catappa,L.       
Terminalia oliveri,Brandis       
Terminalia sericea,Burch. ex DC.     
Tetraclinis articulata,(Vahl) Mast.      
Tetradenia riparia,(Hochst.) Codd      
Tetragonia tetragonioides,(Pall.) Kuntze      
Tetrapanax papyrifer,(Hook.) K.Koch      
Teucrium fruticans,L.       
Thalia geniculata,L.       
Theobroma cacao,L.       
Thrinax parviflora,Sw.       
Thuja occidentalis,L.       
Thunbergia alata,Bojer ex Sims     
Thunbergia erecta,(Benth.) T.Anderson      
Thymophylla tenuifolia,(Cass.) Rydb.      
Thymophylla tenuiloba,(DC.) Small      
Thymus serpyllum,L.       
Thyrsostachys oliveri,Gamble       
Thyrsostachys siamensis,Gamble       
Tibouchina semidecandra,(Mart. & Schrank ex DC.) Cogn.  
Tibouchina urvilleana,(DC.) Cogn.      
Tipuana tipu,(Benth.) Kuntze      
Tithonia diversifolia,(Hemsl.) A.Gray      
Tithonia rotundifolia,(Mill.) S.F.Blake      
Tococa platyphylla,Benth.       
Torenia fournieri,Linden ex E. Fourn.    
Torilis japonica,(Houtt.) DC.      
Trachelospermum jasminoides,(Lindl.) Lem.      
Trachycarpus fortunei,(Hook.) H.Wendl.      
Trachyspermum ammi,(L.) Sprague      
Tradescantia fluminensis,Vell.       
Tradescantia pallida,(Rose) D.R.Hunt      
Tradescantia spathacea,Sw.       
Tradescantia zebrina,Bosse       
Tragopogon porrifolius,L.       
Triadica sebifera,(L.) Small      
Tribulus cistoides,L.       
Tribulus pentandrus,Forssk.       
Tribulus terrestris,L.       
Tridax procumbens,(L.) L.      
Trifolium alexandrinum,L.       
Trifolium cernuum,Brot.       
Trifolium dubium,Sibth.       
Trifolium fragiferum,L.       
Trifolium hybridum,L.       
Trifolium incarnatum,L.       
Trifolium pratense,L.       
Trifolium repens,L.       
Trifolium resupinatum,L.       
Trifolium subterraneum,L.       
Trifolium tomentosum,L.       
Trigonella foenum-graecum,L.       
Triphasia trifolia,(Burm.f.) P.Wilson      
Triplaris americana,L.       
Tripsacum laxum,Nash       
Tristellateia australasiae,A. Rich.      
Triumfetta rhomboidea,Jacq.       
Tropaeolum majus,L.       
Tropaeolum minus,L.       
Tropaeolum pentaphyllum,Lam.       
Tropaeolum peregrinum,L.       
Turbina corymbosa,(L.) Raf.      
Turnera subulata,Sm.       
Turnera ulmifolia,L.       
Typha angustifolia,L.       
Typha domingensis,Pers.       
Ulex europaeus,L.       
Umbilicus rupestris,(Salisb.) Dandy      
Urena lobata,L.       
Urochloa mosambicensis,(Hack.) Dandy      
Urochloa panicoides,P.Beauv.       
Urochondra setulosa,(Trin.) C.E.Hubb.      
Utricularia aurea,Lour.       
Vaccaria hispanica,(Mill.) Rauschert      
Vachellia caven,(Molina) Seigler & Ebinger    
Vachellia karroo,(Hayne) Banfi & Galasso    
Vachellia robusta,(Burch.) Kyal. & Boatwr.    
Vachellia sphaerocephala,(Cham. & Schltdl.) Seigler & Ebinger  
Vachellia tortilis,(Forssk.) Galasso & Banfi    
Vallisneria spiralis,L.       
Vangueria madagascariensis,J.F.Gmel.       
Vasconcellea pubescens,A.DC.       
Verbascum arcturus,L.       
Verbascum thapsus,L.       
Verbascum virgatum,Stokes       
Verbena bipinnatifida,Nutt.       
Verbena bonariensis,L.       
Verbena officinalis,L.       
Verbena rigida,Spreng.       
Verbesina encelioides,(Cav.) Benth. & Hook.f. ex A.Gray  
Vernicia cordata,(Thunb.) Airy Shaw     
Vernicia fordii,(Hemsl.) Airy Shaw     
Vernicia montana,Lour.       
Vernonia arborescens,(L.) Sw.      
Veronica anagallis-aquatica,L.       
Veronica persica,Poir.       
Veronica polita,Fr.       
Veronica speciosa,R.Cunn. ex A.Cunn.     
Veronica wyomingensis,(A.Nelson) M.M.Mart.Ort. & Albach    
Vicia faba,L.       
Vicia hirsuta,(L.) Gray      
Vicia sativa,L.       
Vicia villosa,Roth       
Victoria amazonica,(Poepp.) J.C. Sowerby     
Victoria cruziana,A.D. Orb.      
Vigna adenantha,(G.Mey.) Marechal & al.    
Vigna hosei,(Craib) Backer      
Vigna trilobata,(L.) Verdc.      
Vigna umbellata,(Thunb.) Ohwi & H.Ohashi    
Vigna unguiculata,(L.) Walp.      
Vinca major,L.       
Viola odorata,L.       
Viola thomsonii,Oudem.       
Viola tricolor,L.       
Virgilia oroboides,(P.J.Bergius) T.M.Salter      
Vitex agnus-castus,L.       
Vitex megapotamica,(Spreng.) Moldenke      
Vitex negundo,L.       
Vitex parviflora,A.Juss.       
Vitis heyneana,Roem. & Schult.     
Vitis vinifera,L.       
Vittadinia australis,A.Rich.       
Vittadinia cuneata,DC.       
Vittadinia triloba,(Gaudich.) DC.      
Voacanga grandifolia,(Miq.) Rolfe      
Volkameria aculeata,L.       
Volkameria glabra,(E.Mey.) Mabb. & Y.W.Yuan    
Volkameria heterophylla,Poir.       
Vulpia bromoides,(L.) Gray      
Waltheria indica,L.       
Washingtonia filifera,(Linden ex Andr») H.Wendl. ex de Bary 
Washingtonia robusta,H.Wendl.       
Watsonia borbonica,(Pourr.) Goldblatt      
Wedelia glauca,(Ortega) Hoffm. ex Hicken    
Weigela florida,(Bunge) A. DC.     
Wigandia urens,(Ruiz & Pav.) Kunth    
Wissadula contracta,(Link) R.E.Fr.      
Wissadula periplocifolia,(L.) Thwaites      
Wisteria sinensis,(Sims) Sweet      
Withania somnifera,(L.) Dunal      
Wolffia columbiana,H.Karst.       
Wrightia antidysenterica,(L.) R.Br.      
Xanthium spinosum,L.       
Xanthium strumarium,L.       
Xerochrysum bracteatum,(Vent.) Tzvelev      
Youngia japonica,(L.) DC.      
Yucca gloriosa,L.       
Zamia furfuracea,L.f. ex Aiton     
Zannichellia palustris,L.       
Zantedeschia aethiopica,(L.) Spreng.      
Zapoteca portoricensis,(Jacq.) H.M.Hern.      
Zea mays,L.       
Zea mexicana,(Schrad.) Kuntze      
Zephyranthes candida,(Lindl.) Herb.      
Zephyranthes carinata,Herb.       
Zephyranthes citrina,Baker       
Zephyranthes minuta,(Kunth) D.Dietr.      
Zephyranthes rosea,Lindl.       
Zinnia angustifolia,Kunth       
Zinnia elegans,Jacq.       
Zinnia peruviana,(L.) L.      
Ziziphus joazeiro,Mart.       
Ziziphus jujuba,Mill.       
Zornia gibbosa,Span.       
Zoysia japonica,Steud.       
